,schoolname,schoolcode,sssdistrict,ssslong,ssslat
226,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,Dangme West (Dodowa),0.512386501,5.786250591
227,"APAM SENIOR HIGH SCHOOL, APAM",30501,Gomoa (Apam),-0.723635495,5.404561043
228,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE",51002,Asante Akim North (Konongo),-1.017963052,6.834003925
229,"KUMASI HIGH SCHOOL, ATONSU GYENASE",50111,Kumasi Metro,-1.597187161,6.682059765
230,"WESLEY GRAMMAR SCHOOL, DANSOMAN",10103,Accra Metropolitan,-0.197115257,5.607395649
231,"AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST",30401,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
232,"KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI",50114,Kumasi Metro,-1.597187161,6.682059765
233,"OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,Kumasi Metro,-1.597187161,6.682059765
234,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM",51701,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834
235,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST",30105,Cape Coast Municipal,-1.306593895,5.153656006
236,"KETA SENIOR HIGH SCHOOL, KETA",70502,Keta,0.853055775,5.907464027
237,"FIJAI SENIOR HIGH. SCHOOL, SEKONDI",40105,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
238,"S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,Amansie East (Bekwai),-1.37072885,6.383360863
239,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA",30601,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126
240,"GHANA SENIOR HIGH./TECH. SCHOOL, TAKORADI",40104,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
241,"NANDOM SENIOR HIGH SCHOOL, NANDOM",100201,Lawra,-2.800941229,10.54639816
242,"S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,Amansie East (Bekwai),-1.37072885,6.383360863
243,"ST. MARTINS SENIOR HIGH. SCH., NSAWAM",20303,Akwapim South (Nsawam),-0.268249363,5.826002598
244,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE",51002,Asante Akim North (Konongo),-1.017963052,6.834003925
245,"ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,Kumasi Metro,-1.597187161,6.682059765
246,"ABUAKWA STATE COLLEGE, KIBI",21303,East Akim (Kibi),-0.454344213,6.178557873
247,"OLA GIRLS SENIOR HIGH. SCHOOL, KENYASI",61201,Asutifi (Kenyasi),-2.515068054,7.028093815
248,"TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,Kumasi Metro,-1.597187161,6.682059765
249,"ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
250,"SUNYANI SENIOR HIGH SCHOOL, SUNYANI",60104,Sunyani,-2.327423334,7.344677925
251,"MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND",30301,Mfantsiman (Saltpond),-1.006453395,5.201528072
252,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,Ga West (Amasaman),-0.397510529,5.664687634
253,"OLA GIRLS SENIOR HIGH SCHOOL, HO",70101,Ho Municipal,0.52614224,6.717607021
254,"TAMALE SENIOR HIGH SCHOOL, TAMALE",80101,Tamale,-0.784348249,9.383351326
255,"ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,Accra Metropolitan,-0.197115257,5.607395649
256,"TOASE SENIOR HIGH SCHOOL, TOASE",50202,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
257,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE",51002,Asante Akim North (Konongo),-1.017963052,6.834003925
258,"SEKONDI COLLEGE, SEKONDI",40102,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
259,"OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI",21302,East Akim (Kibi),-0.454344213,6.178557873
260,"ADVENTIST SENIOR HIGH SCHOOL, KUMASI",50115,Kumasi Metro,-1.597187161,6.682059765
261,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA",30601,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126
262,"LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA",10117,Accra Metropolitan,-0.197115257,5.607395649
263,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA",30601,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126
264,"NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,Accra Metropolitan,-0.197115257,5.607395649
265,"ADONTEN SENIOR HIGH SCH., ABURI",20302,Akwapim South (Nsawam),-0.268249363,5.826002598
266,"ASANTEMAN SENIOR HIGH SCHOOL, BANTAMA",50101,Kumasi Metro,-1.597187161,6.682059765
267,"OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,Kumasi Metro,-1.597187161,6.682059765
268,"ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,Accra Metropolitan,-0.197115257,5.607395649
269,"ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA",10106,Accra Metropolitan,-0.197115257,5.607395649
270,"BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO",70601,Kpando,0.267385125,6.89685154
271,"APAM SENIOR HIGH SCHOOL, APAM",30501,Gomoa (Apam),-0.723635495,5.404561043
272,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI",51202,Adansi West (Obuasi),-1.65927422,5.986411572
273,"S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,Amansie East (Bekwai),-1.37072885,6.383360863
274,"TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,Kumasi Metro,-1.597187161,6.682059765
275,"KUMASI HIGH SCHOOL, ATONSU GYENASE",50111,Kumasi Metro,-1.597187161,6.682059765
276,"ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,Kumasi Metro,-1.597187161,6.682059765
277,"ST. CHARLES SENIOR HIGH. SCHOOL, TAMALE",80107,Tamale,-0.784348249,9.383351326
278,"NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,Accra Metropolitan,-0.197115257,5.607395649
279,"OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
280,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU",30905,Agona Swedru,-0.755242527,5.617353439
281,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST",30108,Cape Coast Municipal,-1.306593895,5.153656006
282,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,Dangme West (Dodowa),0.512386501,5.786250591
283,"TOASE SENIOR HIGH SCHOOL, TOASE",50202,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
284,"APAM SENIOR HIGH SCHOOL, APAM",30501,Gomoa (Apam),-0.723635495,5.404561043
285,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG",50502,Sekyere West (Mampong),-1.180076838,7.199564934
286,"KUMASI GIRLS SENIOR HIGH. SCHOOL, ABREPO",50103,Kumasi Metro,-1.597187161,6.682059765
287,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU",30905,Agona Swedru,-0.755242527,5.617353439
288,"OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
289,"OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,Kumasi Metro,-1.597187161,6.682059765
290,"SEKONDI COLLEGE, SEKONDI",40102,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
291,"KPANDO SENIOR HIGH SCHOOL, KPANDO",70602,Kpando,0.267385125,6.89685154
292,"SEKONDI COLLEGE, SEKONDI",40102,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
293,"ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
294,"ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,Accra Metropolitan,-0.197115257,5.607395649
295,"TOASE SENIOR HIGH SCHOOL, TOASE",50202,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
296,"S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,Amansie East (Bekwai),-1.37072885,6.383360863
297,"KETA SENIOR HIGH SCHOOL, KETA",70502,Keta,0.853055775,5.907464027
298,"ARMED FORCES SENIOR HIGH./TECH SCHOOL, BURMA CAMP",10115,Accra Metropolitan,-0.197115257,5.607395649
299,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST",30105,Cape Coast Municipal,-1.306593895,5.153656006
300,"ABUAKWA STATE COLLEGE, KIBI",21303,East Akim (Kibi),-0.454344213,6.178557873
301,"ST. MARTINS SENIOR HIGH. SCH., NSAWAM",20303,Akwapim South (Nsawam),-0.268249363,5.826002598
302,"ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
303,"GHANA SENIOR HIGH. SCH., KOFORIDUA",20104,New Juaben (Koforidua),-0.297512323,6.112612724
304,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,Tema,-0.050088216,5.69031477
305,"TOASE SENIOR HIGH SCHOOL, TOASE",50202,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
306,"OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,Kumasi Metro,-1.597187161,6.682059765
307,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN",31001,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412
308,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM",51701,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834
309,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,Tema,-0.050088216,5.69031477
310,"WESLEY GRAMMAR SCHOOL, DANSOMAN",10103,Accra Metropolitan,-0.197115257,5.607395649
311,"PRESBY SENIOR HIGH. SCHOOL, BECHEM",60201,Tano (Bechem),-2.021415234,7.183659077
312,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU",30905,Agona Swedru,-0.755242527,5.617353439
313,"S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,Amansie East (Bekwai),-1.37072885,6.383360863
314,"BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO",70601,Kpando,0.267385125,6.89685154
315,"LASSIE-TUOLO SNR SENIOR HIGH. SCHOOL, LASSIE",100104,Wa Municipal,-2.285030365,10.03062153
316,"NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,Accra Metropolitan,-0.197115257,5.607395649
317,"BEREKUM SENIOR HIGH SCHOOL, BEREKUM",60301,Berekum,-2.631743908,7.503564835
318,"KUMASI HIGH SCHOOL, ATONSU GYENASE",50111,Kumasi Metro,-1.597187161,6.682059765
319,"NANDOM SENIOR HIGH SCHOOL, NANDOM",100201,Lawra,-2.800941229,10.54639816
320,"KETA SENIOR HIGH SCHOOL, KETA",70502,Keta,0.853055775,5.907464027
321,"NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,Accra Metropolitan,-0.197115257,5.607395649
322,"OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
323,"NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA",20103,New Juaben (Koforidua),-0.297512323,6.112612724
324,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,Dangme West (Dodowa),0.512386501,5.786250591
325,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST",30105,Cape Coast Municipal,-1.306593895,5.153656006
326,"ABUAKWA STATE COLLEGE, KIBI",21303,East Akim (Kibi),-0.454344213,6.178557873
327,"ACCRA GIRLS SENIOR HIGH. SCHOOL, MAMOBI",10112,Accra Metropolitan,-0.197115257,5.607395649
328,"EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN",10101,Accra Metropolitan,-0.197115257,5.607395649
329,"NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA",20103,New Juaben (Koforidua),-0.297512323,6.112612724
330,"KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI",50112,Kumasi Metro,-1.597187161,6.682059765
331,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,Tema,-0.050088216,5.69031477
332,"ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,Kumasi Metro,-1.597187161,6.682059765
333,"WESLEY GRAMMAR SCHOOL, DANSOMAN",10103,Accra Metropolitan,-0.197115257,5.607395649
334,"ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,Birim South (Akim Oda),-0.969164491,5.864167213
335,"DORMAA SENIOR HIGH SCHOOL, DORMAA",61001,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892
336,"MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND",30301,Mfantsiman (Saltpond),-1.006453395,5.201528072
337,"TOASE SENIOR HIGH SCHOOL, TOASE",50202,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
338,"ST. HUBERT SEM./SENIOR HIGH SCH, KUMASI",50119,Kumasi Metro,-1.597187161,6.682059765
339,"TOASE SENIOR HIGH SCHOOL, TOASE",50202,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
340,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,Dangme West (Dodowa),0.512386501,5.786250591
341,"BOLGATANGA SENIOR HIGH SCH, BOLGATANGA",90403,Bolgatanga,-0.880232632,10.74245644
342,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,Ga West (Amasaman),-0.397510529,5.664687634
343,"TARKWA SENIOR HIGH SCHOOL, TARKWA",40904,Wassa West (Tarkwa),-1.988853216,5.276049137
344,"ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA",10106,Accra Metropolitan,-0.197115257,5.607395649
345,"MPRAESO SENIOR HIGH. SCHOOL, MPRAESO",21002,Kwahu South (Mpraeso),-0.635528684,6.619226456
346,"ADONTEN SENIOR HIGH SCH., ABURI",20302,Akwapim South (Nsawam),-0.268249363,5.826002598
347,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,Ga West (Amasaman),-0.397510529,5.664687634
348,"BEREKUM SENIOR HIGH SCHOOL, BEREKUM",60301,Berekum,-2.631743908,7.503564835
349,"AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO",21306,East Akim (Kibi),-0.454344213,6.178557873
350,"KUMASI TECH. INST., KUMASI",9050101,Kumasi Metro,-1.597187161,6.682059765
351,"ABUAKWA STATE COLLEGE, KIBI",21303,East Akim (Kibi),-0.454344213,6.178557873
352,"LASSIE-TUOLO SNR SENIOR HIGH. SCHOOL, LASSIE",100104,Wa Municipal,-2.285030365,10.03062153
353,"KPANDO SENIOR HIGH SCHOOL, KPANDO",70602,Kpando,0.267385125,6.89685154
354,"ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,Birim South (Akim Oda),-0.969164491,5.864167213
355,"ABUAKWA STATE COLLEGE, KIBI",21303,East Akim (Kibi),-0.454344213,6.178557873
356,"OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
357,"ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA",30402,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
358,"ADVENTIST SENIOR HIGH SCHOOL, KUMASI",50115,Kumasi Metro,-1.597187161,6.682059765
359,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,Dangme West (Dodowa),0.512386501,5.786250591
360,"ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,Birim South (Akim Oda),-0.969164491,5.864167213
361,"TARKWA SENIOR HIGH SCHOOL, TARKWA",40904,Wassa West (Tarkwa),-1.988853216,5.276049137
362,"AKWAMUMAN SENIOR HIGH. SCHOOL, ATIMPOKU-AKOSOMBO",20803,Asuogyaman (Senchi Ferry),0.08832825,6.189229488
363,"TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,Kumasi Metro,-1.597187161,6.682059765
364,"BENKUM SENIOR HIGH SCHOOL, LARTE-AKW",20403,Akwapim North (Akropong),-0.166071147,5.976426125
365,"ASAMANKESE SENIOR HIGH. SCHOOL, ASAMANKESE",20501,West Akim (Asamankese),-0.609122574,5.833612442
366,"ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,Birim South (Akim Oda),-0.969164491,5.864167213
367,"ST. MARTINS SENIOR HIGH. SCH., NSAWAM",20303,Akwapim South (Nsawam),-0.268249363,5.826002598
368,"SUHUM SENIOR HIGH./TECH SCH., SUHUM",20201,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228
369,"NIFA SENIOR HIGH. SCH., ADUKROM",20401,Akwapim North (Akropong),-0.166071147,5.976426125
370,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN",31001,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412
371,"MPRAESO SENIOR HIGH. SCHOOL, MPRAESO",21002,Kwahu South (Mpraeso),-0.635528684,6.619226456
372,"KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE",21501,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
373,"GHANA SENIOR HIGH. SCHOOL, TAMALE",80102,Tamale,-0.784348249,9.383351326
374,"NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA",30903,Agona Swedru,-0.755242527,5.617353439
375,"TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU",51802,Sekyere East (Effiduase),-0.844235957,7.210828781
376,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,Tema,-0.050088216,5.69031477
377,"OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,Kumasi Metro,-1.597187161,6.682059765
378,"KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI",50114,Kumasi Metro,-1.597187161,6.682059765
379,"BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA",30801,Asikuma/Odoben/Brakwa (Breman Asikuma),-1.017074227,5.638250351
380,"KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI",50112,Kumasi Metro,-1.597187161,6.682059765
381,"AHANTAMAN SENIOR HIGH. SCHOOL, SEKONDI-KETAN",40106,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
382,"TARKWA SENIOR HIGH SCHOOL, TARKWA",40904,Wassa West (Tarkwa),-1.988853216,5.276049137
383,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM",40101,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
384,"SEKONDI COLLEGE, SEKONDI",40102,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
385,"KUMASI TECH. INST., KUMASI",9050101,Kumasi Metro,-1.597187161,6.682059765
386,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO",51602,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834
387,"TAMALE SENIOR HIGH SCHOOL, TAMALE",80101,Tamale,-0.784348249,9.383351326
388,"BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA",30801,Asikuma/Odoben/Brakwa (Breman Asikuma),-1.017074227,5.638250351
389,"NIFA SENIOR HIGH. SCH., ADUKROM",20401,Akwapim North (Akropong),-0.166071147,5.976426125
390,"MAWULI SENIOR HIGH. SCHOOL, HO",70102,Ho Municipal,0.52614224,6.717607021
391,"ADVENTIST SENIOR HIGH SCHOOL, KUMASI",50115,Kumasi Metro,-1.597187161,6.682059765
392,"ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,Kumasi Metro,-1.597187161,6.682059765
393,"TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE",10116,Accra Metropolitan,-0.197115257,5.607395649
394,"ADONTEN SENIOR HIGH SCH., ABURI",20302,Akwapim South (Nsawam),-0.268249363,5.826002598
395,"ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
396,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI",51202,Adansi West (Obuasi),-1.65927422,5.986411572
397,"BEREKUM SENIOR HIGH SCHOOL, BEREKUM",60301,Berekum,-2.631743908,7.503564835
398,"TANYIGBE SENIOR HIGH. SCHOOL, TANYIGBE",70112,Ho Municipal,0.52614224,6.717607021
399,"ASAMANKESE SENIOR HIGH. SCHOOL, ASAMANKESE",20501,West Akim (Asamankese),-0.609122574,5.833612442
400,"WEST AFRICA SENIOR HIGH. SCH., ADENTA",10502,Ga West (Amasaman),-0.397510529,5.664687634
401,"MPRAESO SENIOR HIGH. SCHOOL, MPRAESO",21002,Kwahu South (Mpraeso),-0.635528684,6.619226456
402,"NIFA SENIOR HIGH. SCH., ADUKROM",20401,Akwapim North (Akropong),-0.166071147,5.976426125
403,"GHANA SENIOR HIGH. SCHOOL, TAMALE",80102,Tamale,-0.784348249,9.383351326
404,"KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI",50114,Kumasi Metro,-1.597187161,6.682059765
405,"NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE",50204,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
406,"TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,Kumasi Metro,-1.597187161,6.682059765
407,"SWEDRU SCHOOL OF BUSINESS, SWEDRU",30902,Agona Swedru,-0.755242527,5.617353439
408,"EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN",10101,Accra Metropolitan,-0.197115257,5.607395649
409,"NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA",30903,Agona Swedru,-0.755242527,5.617353439
410,"NIFA SENIOR HIGH. SCH., ADUKROM",20401,Akwapim North (Akropong),-0.166071147,5.976426125
411,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO",51602,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834
412,"NAVRONGO SENIOR HIGH SCH, JAMANIA-NAVRONGO",90501,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
413,"KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI",50112,Kumasi Metro,-1.597187161,6.682059765
414,"NOTRE DAME GIRLS SENIOR HIGH. SCHOOL, SUNYANI",60107,Sunyani,-2.327423334,7.344677925
415,"NOTRE DAME SEMINARY SENIOR HIGH SCHOOL, NAVRONGO",90505,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
416,"WEST AFRICA SENIOR HIGH. SCH., ADENTA",10502,Ga West (Amasaman),-0.397510529,5.664687634
417,"ST. MARY'S BOY'S SENIOR HIGH. SCHOOL, APOWA",40201,Ahanta West (Agona Ahanta),-1.990561366,4.834703922
418,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN",31001,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412
419,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO",51602,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834
420,"BOLGATANGA SENIOR HIGH SCH, BOLGATANGA",90403,Bolgatanga,-0.880232632,10.74245644
421,"HOLY TRINITY CATHEDRAL SENIOR HIGH SCH, ACCRA",10104,Accra Metropolitan,-0.197115257,5.607395649
422,"ADVENTIST SENIOR HIGH SCHOOL, KUMASI",50115,Kumasi Metro,-1.597187161,6.682059765
423,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO",50801,Offinso,-1.890868545,7.34876442
424,"KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI",50112,Kumasi Metro,-1.597187161,6.682059765
425,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI",51202,Adansi West (Obuasi),-1.65927422,5.986411572
426,"PRESBY SENIOR HIGH. SCHOOL, BECHEM",60201,Tano (Bechem),-2.021415234,7.183659077
427,"METHODIST GIRLS SENIOR HIGH. SCHOOL, MAMFE",20410,Akwapim North (Akropong),-0.166071147,5.976426125
428,"NIFA SENIOR HIGH. SCH., ADUKROM",20401,Akwapim North (Akropong),-0.166071147,5.976426125
429,"MAWULI SENIOR HIGH. SCHOOL, HO",70102,Ho Municipal,0.52614224,6.717607021
430,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO",51602,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834
431,KADE DAY HIGH/TECH,21102,Kwaebibirem (Kade),-0.799037278,6.133318901
432,"ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA",10106,Accra Metropolitan,-0.197115257,5.607395649
433,"MAWULI SENIOR HIGH. SCHOOL, HO",70102,Ho Municipal,0.52614224,6.717607021
434,"JUABEN SENIOR HIGH SCHOOL, JUABEN",51603,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
435,"ADONTEN SENIOR HIGH SCH., ABURI",20302,Akwapim South (Nsawam),-0.268249363,5.826002598
436,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI",50605,Afigya Sekyere (Agona),-1.548614264,7.00199604
437,"OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA",10213,Tema,-0.050088216,5.69031477
438,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG",50503,Sekyere West (Mampong),-1.180076838,7.199564934
439,"TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,Kumasi Metro,-1.597187161,6.682059765
440,"TECHIMAN SENIOR HIGH. SCHOOL, TECHIMAN",60701,Techiman,-1.944841981,7.677614689
441,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST",30105,Cape Coast Municipal,-1.306593895,5.153656006
442,"MAWULI SENIOR HIGH. SCHOOL, HO",70102,Ho Municipal,0.52614224,6.717607021
443,"JUABEN SENIOR HIGH SCHOOL, JUABEN",51603,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
444,"POTSIN T.I. AHMADIYYA SENIOR HIGH SCHOOL, POTSIN",30502,Gomoa (Apam),-0.723635495,5.404561043
445,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO",31201,Assin North (Assin Fosu),-1.374616981,5.77799511
446,"BENKUM SENIOR HIGH SCHOOL, LARTE-AKW",20403,Akwapim North (Akropong),-0.166071147,5.976426125
447,"PRESBYTERIAN SENIOR HIGH. SCHOOL, OSU-ACCRA",10107,Accra Metropolitan,-0.197115257,5.607395649
448,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI",50605,Afigya Sekyere (Agona),-1.548614264,7.00199604
449,"EFFIDUASE SENIOR HIGH. COMM. SCHOOL, EFFIDUASE",51801,Sekyere East (Effiduase),-0.844235957,7.210828781
